file,label,features,feat_len
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_coll0173_aug1(1).mp3,Paining,"[-280.8623352050781, 65.26226043701172, -89.95056915283203, -12.934037208557129, -12.853462219238281, -30.23923683166504, 6.558246612548828, -16.553972244262695, -20.245773315429688, -8.921835899353027, -10.804494857788086, -22.14311408996582, -8.88258171081543, 11.290609359741211, -1.4993516206741333, 8.719563484191895, 4.7368879318237305, -15.168058395385742, -10.316472053527832, 4.73832893371582, 1.3352710008621216, 0.2752259075641632, -0.9225254058837891, 0.17590653896331787, -0.4430469870567322, -0.06663403660058975, 0.16844920814037323, -0.047069430351257324, 0.05881590396165848, -0.015311617404222488, -0.005932643543928862, -0.005656393710523844, -0.059376876801252365, 0.10076603293418884, 0.1666097491979599, 0.1307811141014099, 0.18357430398464203, 0.0010176444193348289, -0.14001427590847015, -0.07817673683166504, -0.35215499997138977, 0.049289215356111526, 0.03720066696405411, 0.006597054656594992, 0.06541366875171661, 0.11020289361476898, 0.02151404321193695, 0.08121279627084732, 0.028437601402401924, 0.005997582338750362, 0.07251616567373276, 0.008741791360080242, -0.031206749379634857, -0.027515502646565437, -0.03117481805384159, -0.02374657616019249, -0.026638783514499664, -0.025559252128005028, 0.026716193184256554, -0.015309115871787071, 2679.9088044137234, 0.05054058879613876, 5286.098082636444]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/car_extcoll0349.mp3,Paining,"[-257.1718444824219, 155.5225372314453, -55.52400207519531, 48.809837341308594, 27.510080337524414, -11.765384674072266, 27.347816467285156, -1.8444522619247437, -7.614799976348877, 7.153262138366699, -1.5170588493347168, 7.559539794921875, 0.3440808653831482, -6.763051509857178, 0.49909260869026184, -1.9737472534179688, -0.2779187858104706, -3.472513437271118, -9.776328086853027, -3.313314199447632, 0.2553853392601013, 0.10213273763656616, 0.04720114544034004, 0.040948688983917236, 0.017903676256537437, 0.01829439215362072, 0.03204698860645294, 0.017486030235886574, -0.03186485543847084, 0.002928775502368808, 0.024470612406730652, -0.029028449207544327, -0.014274665154516697, -0.0017079004319384694, -0.0393221341073513, -0.012610550038516521, -0.0011131723877042532, -0.03474555164575577, -0.02431343123316765, -0.010010630823671818, -0.29766204953193665, -0.2237570881843567, 0.10414857417345047, -0.06252826005220413, -0.01943955570459366, 0.106584832072258, 0.020135492086410522, 0.03933943063020706, 0.03977474197745323, -0.003773204516619444, 0.015772435814142227, -0.013823655433952808, -0.007745695766061544, 0.03306339681148529, 0.024585410952568054, 0.05160569027066231, 0.048973727971315384, 0.014624924398958683, 0.006913513410836458, -0.058557264506816864, 1275.4913582552317, 0.00012554138083942235, 2169.087794569672]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Cat_YoutubeLLT42371(1).mp3,Paining,"[-219.73190307617188, 13.15345573425293, -57.180511474609375, 27.475555419921875, -28.939367294311523, 26.04000473022461, -7.087033748626709, 12.166534423828125, -9.35435962677002, 9.023157119750977, -8.578697204589844, -3.5226852893829346, 1.6089961528778076, 19.25506019592285, 20.28227996826172, 12.610803604125977, 10.667135238647461, -12.792455673217773, -11.10803508758545, -5.628993511199951, 0.025593573227524757, 0.020798122510313988, -0.0027105219196528196, -0.00975956954061985, -0.0046120029874145985, 0.003247692948207259, 0.0021919456776231527, -0.0057194116525352, 0.001252247137017548, 0.014371557161211967, 0.005583561956882477, -0.012083609588444233, -0.011617722921073437, 0.005686636082828045, 0.023984353989362717, 0.021995749324560165, -0.0035237709525972605, -0.021308034658432007, -0.01530270092189312, -0.0037621750961989164, -0.0015896203694865108, 0.0007844938663765788, 0.002361589577049017, 0.0014834468020126224, 0.003938039764761925, 0.0021825467702001333, -0.0010915165767073631, 0.003509140806272626, 0.004068431444466114, -0.003213808871805668, -0.0030421230476349592, 0.0024192044511437416, 0.0021772265899926424, -0.001821876154281199, -0.005135222803801298, -0.0020488633308559656, 0.006971773691475391, 0.007846415042877197, -0.0008744859369471669, -0.005605640821158886, 2996.1060339469514, 0.01367495022714138, 5211.276559872477]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/YASH_LLT_Help3005 (2)_aug1(1).mp3,Paining,"[-293.6402893066406, 8.543492317199707, -11.681510925292969, 2.620527744293213, 10.089333534240723, 11.347352027893066, -2.9738848209381104, -3.9460909366607666, 1.276745319366455, 8.302469253540039, -11.498749732971191, -19.854406356811523, -12.437092781066895, -1.6321598291397095, -0.15400031208992004, -8.038164138793945, -6.33917760848999, 3.9542551040649414, -0.3969559669494629, -12.867886543273926, -1.4566608667373657, -0.5523763298988342, 0.5636152625083923, 0.006370247807353735, -0.24260938167572021, -0.0718969851732254, 0.17205514013767242, 0.03909577801823616, -0.20096321403980255, -0.20409660041332245, 0.22855858504772186, 0.23401212692260742, 0.0018508952343836427, 0.0751240998506546, -0.017270689830183983, 0.027741342782974243, -0.015142377465963364, -0.10555294156074524, 0.04431154951453209, 0.2774239182472229, -0.09885759651660919, 0.15338876843452454, -0.1428299993276596, -0.12712252140045166, 0.03969329595565796, 0.06664159893989563, -0.05082888528704643, 0.019537782296538353, 0.010532232001423836, -0.06359932571649551, 0.04480147734284401, 0.1676744669675827, 0.0454840324819088, -0.01182846911251545, 0.03442194312810898, 0.04285740479826927, 0.02764010801911354, 0.014164970256388187, 0.016816049814224243, 0.05540461093187332, 4030.675698820377, 0.16571266949176788, 7326.063816236413]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/car_extcoll0229.mp3,Paining,"[-367.44342041015625, 39.86713409423828, -67.33367156982422, 18.24509048461914, -15.643963813781738, 6.150769233703613, -27.749670028686523, 8.9236421585083, -14.010773658752441, -4.170352935791016, 2.5201399326324463, -9.997038841247559, -1.1244419813156128, -0.48208585381507874, 2.7096238136291504, -5.57405424118042, 0.5443601012229919, 2.5770444869995117, 3.00193190574646, 7.775462627410889, -1.726549744606018, -0.547125518321991, 0.44833752512931824, 0.051880333572626114, 0.14887280762195587, -0.10764027386903763, 0.12895487248897552, -0.052507221698760986, 0.10079377889633179, 0.13095615804195404, -0.051324814558029175, 0.06432221829891205, -0.02761864848434925, 0.05950457230210304, 0.01581917516887188, 0.013716748915612698, 0.05681542307138443, -0.01056214515119791, -0.003592641092836857, -0.08797508478164673, -0.37973958253860474, 0.04159116744995117, 0.09611783176660538, -0.06705913692712784, 0.07235920429229736, -0.030335254967212677, 0.02912546694278717, 0.009782016277313232, 0.017471281811594963, -0.004377317614853382, 0.03126731142401695, -0.0026098242960870266, 0.001293832901865244, -0.00965801626443863, -0.0036614069249480963, -0.019398558884859085, -0.044485729187726974, -0.009594324976205826, -0.011122697032988071, 0.012255809269845486, 1704.8513823418623, 0.3314577043056488, 2839.7779895413305]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat01_aug1(1).mp3,Paining,"[-246.24630737304688, 32.87023162841797, -31.349483489990234, -4.252348899841309, -17.973731994628906, -15.165144920349121, -4.4390645027160645, -2.1677842140197754, -7.658893585205078, -12.24575138092041, -17.10500144958496, -12.266188621520996, 11.547605514526367, -3.8908309936523438, -11.463028907775879, -0.09247598797082901, 1.2488915920257568, -12.751754760742188, -8.048942565917969, 11.200592994689941, 0.8121663928031921, 0.08414016664028168, 0.1731903851032257, -0.12255160510540009, -0.009999341331422329, 0.1401357352733612, 0.008329959586262703, -0.08464924991130829, -0.0653507187962532, 0.0319523923099041, 0.02845311537384987, -0.0022123721428215504, 0.07457811385393143, -0.04687872156500816, -0.09680812060832977, 0.05687316507101059, 0.02166878432035446, -0.15633495151996613, 0.0513780303299427, 0.1761382818222046, -0.8394410610198975, -0.07511968165636063, 0.24922223389148712, -0.09612923860549927, 0.17266637086868286, 0.1486857831478119, 0.056680284440517426, -0.024933720007538795, -0.09715792536735535, -0.03228028863668442, 0.13638876378536224, 0.11346735805273056, 0.024621466174721718, -0.0771416500210762, -0.01516079343855381, 0.11353518068790436, -0.0658838301897049, -0.11442100256681442, 0.19691570103168488, 0.15956996381282806, 3555.8951230428893, 0.08950759470462799, 5585.0124129329815]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_coll0169.mp3,Paining,"[-279.9647216796875, 43.382408142089844, -91.10415649414062, -8.797720909118652, -7.190367698669434, -28.427804946899414, -1.2700337171554565, -21.464725494384766, -24.664031982421875, -12.53321647644043, -12.250490188598633, -13.533023834228516, -3.4569332599639893, 9.554756164550781, -9.150310516357422, 1.251075267791748, -4.643815040588379, -7.99932861328125, 1.172525405883789, 2.818084478378296, 0.47165724635124207, 0.04653121531009674, 0.07605411112308502, -0.0673094168305397, -0.0170577522367239, -0.07877923548221588, -0.09357298165559769, 0.08198998123407364, 0.013691016472876072, -0.06018786504864693, 0.005636242683976889, -0.006108341738581657, 0.08814080059528351, 0.01874498650431633, -0.08337412029504776, 0.10727681964635849, -0.07021226733922958, -0.05865246802568436, 0.0480068065226078, -0.009043802507221699, -0.6239487528800964, 0.14981704950332642, 0.08426067978143692, -0.04626453295350075, 0.09001532942056656, 0.03186904266476631, -0.0008756484021432698, 0.051000989973545074, 0.00210770545527339, 0.04739997535943985, 0.049845509231090546, 0.018400756642222404, 0.010644577443599701, -0.014010858722031116, -0.0058638062328100204, -0.020067671313881874, 0.01563873514533043, 0.005300738848745823, 0.019792938604950905, 0.0016903571086004376, 3066.635713607059, 0.08974474668502808, 5719.21875]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Last_addCat129576Res_aug1(1).mp3,Paining,"[-240.90756225585938, 67.32262420654297, -10.729068756103516, -0.30397316813468933, -2.0496156215667725, -2.658304214477539, -7.1847710609436035, 3.6553101539611816, 1.4681776762008667, -5.790577411651611, -7.665637969970703, -3.8212289810180664, 0.6929195523262024, -3.5317742824554443, -5.794558048248291, -2.378723621368408, 0.0033249075058847666, -3.637681484222412, -3.2998640537261963, 0.44133442640304565, 1.383681297302246, 0.3868638277053833, -0.1288481503725052, -0.14306029677391052, 0.019515860825777054, -0.0009238810744136572, -0.06938837468624115, 0.021564161404967308, 0.03173258900642395, -0.05324947461485863, -0.03949427977204323, 0.025253193452954292, 0.009298196993768215, -0.059457842260599136, -0.06974505633115768, -0.03896089270710945, -0.05732613056898117, -0.08147239685058594, -0.014646639116108418, 0.0819716677069664, 0.02445044368505478, 0.040383461862802505, 0.0032633321825414896, 0.0028155476320534945, -0.013835985213518143, -0.02624719962477684, -0.026751555502414703, 0.007469476200640202, 0.009294341318309307, -0.015575255267322063, -0.016798483207821846, -0.020602498203516006, -0.009792691096663475, -0.0075311786495149136, 0.018951376900076866, 0.02851238287985325, 0.010404830798506737, 0.003269957145676017, -0.013389420695602894, -0.030298225581645966, 2281.599761804051, 0.15147578716278076, 4663.739733097671]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Last_addCat129563Res_aug1(1).mp3,Paining,"[-285.6844787597656, 87.13810729980469, -12.901224136352539, -15.898736000061035, -9.591777801513672, -3.7975423336029053, 5.0006303787231445, 8.482383728027344, -0.96597820520401, -6.906112194061279, -4.226470947265625, -1.9558740854263306, -0.02843615412712097, -2.8575234413146973, -3.9573376178741455, -3.9808499813079834, -5.07406759262085, -2.8716964721679688, -0.7690739035606384, 0.9148706793785095, -1.009806513786316, -0.50947105884552, 0.14401490986347198, -0.023990336805582047, 0.17733459174633026, 0.08952636271715164, 0.012362259440124035, -0.02447010576725006, -0.051863908767700195, 0.003924801014363766, 0.005266744177788496, 0.0168394036591053, -0.0069528426975011826, 0.016460048034787178, 0.03444749116897583, -0.018567945808172226, 0.01883920282125473, 0.033363789319992065, 0.0174217838793993, 0.06541505455970764, -0.20615462958812714, -0.023891638964414597, 0.09643129259347916, 0.007755647879093885, 0.021769391372799873, 0.05539470538496971, -0.01972479745745659, -0.02679520472884178, 0.04842064529657364, 0.024787457659840584, -0.04869190603494644, 0.0022590637672692537, -0.0038582824636250734, -0.017577696591615677, 0.0014588370686396956, -0.01147961150854826, 0.008159982040524483, 0.006998701021075249, 0.02017947845160961, 0.014900658279657364, 2652.850959700914, 0.06707660853862762, 5369.677734375]",63
data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_coll0155.mp3,Paining,"[-310.19635009765625, 30.030553817749023, -66.28536224365234, -15.534638404846191, -5.567383766174316, -9.173432350158691, -11.5344877243042, -12.0630464553833, -18.736053466796875, -9.9829683303833, -13.76786994934082, -15.272218704223633, -3.035992383956909, 1.566293478012085, 7.642752170562744, 4.981818675994873, -5.992286682128906, -10.596796035766602, -7.546813488006592, -2.5941100120544434, 0.35944321751594543, -0.034073587507009506, 0.1427273452281952, 0.00030973489629104733, -0.09834332764148712, -0.07028370350599289, -0.0323207825422287, -0.0572427399456501, -0.0762535110116005, -0.07671558856964111, -0.0009625798556953669, -0.021032491698861122, -0.034927647560834885, -0.007088139653205872, -0.04732213541865349, -0.013685308396816254, -0.0011628412175923586, 0.007067666854709387, 0.039082419127225876, 0.037268418818712234, -0.4324309825897217, 0.019858796149492264, 0.04689161106944084, 0.00011625221668509766, -0.04402271285653114, 0.0452413447201252, 0.03415686637163162, 0.029123814776539803, 0.030065646395087242, 0.04702582210302353, 0.06492426991462708, 0.014986853115260601, 0.022211138159036636, 0.051422763615846634, 0.026554306969046593, 0.001976059516891837, 0.004672439768910408, -0.013046971522271633, -0.02221526950597763, -0.03155216947197914, 3352.4611255282484, 0.14277727901935577, 6344.549165355216]",63
