snippet_id,cat_id,cat_id_method,cluster_size,video_id,channel,platform,behavioral_category,bbox_found,yolo_conf,clip_similarity_to_nearest,gpt_verified,breed_guess,coat_pattern
P1aFQjrOH8A_snip_0,cat_-O4TzeFvjyo_snip_0,union_find,290,P1aFQjrOH8A,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9314998388290405,0.8904171586036682,False,mixed,tabby
P1aFQjrOH8A_snip_4,cat_-O4TzeFvjyo_snip_0,union_find,290,P1aFQjrOH8A,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.8834591507911682,0.8857461214065552,False,mixed,tabby
PLeZLTg13wk_snip_0,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9366243481636047,0.8877646923065186,False,mixed,tricolor
PLeZLTg13wk_snip_10,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.8798290491104126,0.9096900224685669,False,mixed,bicolor
PLeZLTg13wk_snip_12,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9174420833587646,0.9233235716819763,False,mixed,tricolor
PLeZLTg13wk_snip_15,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9315953254699707,0.8412302732467651,False,mixed,tricolor
PLeZLTg13wk_snip_3,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9477316737174988,0.8905671834945679,False,mixed,bicolor
PLeZLTg13wk_snip_4,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.8385217189788818,0.9233235716819763,False,mixed,bicolor
PLeZLTg13wk_snip_5,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.904464602470398,0.9056116342544556,False,mixed,tricolor
PLeZLTg13wk_snip_6,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9212676286697388,0.8762322664260864,False,mixed,tricolor
PLeZLTg13wk_snip_8,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9330670833587646,0.9094539880752563,False,mixed,tricolor
PLeZLTg13wk_snip_9,cat_-O4TzeFvjyo_snip_0,union_find,290,PLeZLTg13wk,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.8433699607849121,0.8946223855018616,False,mixed,bicolor
QPsxlxEbFFM_snip_1,cat_-O4TzeFvjyo_snip_0,union_find,290,QPsxlxEbFFM,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.6422126293182373,0.8663540482521057,False,mixed,tabby
QPsxlxEbFFM_snip_2,cat_-O4TzeFvjyo_snip_0,union_find,290,QPsxlxEbFFM,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9103980660438538,0.8780537843704224,False,mixed,tabby
QPsxlxEbFFM_snip_3,cat_-O4TzeFvjyo_snip_0,union_find,290,QPsxlxEbFFM,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9087458252906799,0.828411340713501,False,mixed,bicolor
RFZhWn8J5d8_snip_0,cat_-O4TzeFvjyo_snip_0,union_find,290,RFZhWn8J5d8,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.923591673374176,0.8903237581253052,False,mixed,bicolor
RFZhWn8J5d8_snip_1,cat_-O4TzeFvjyo_snip_0,union_find,290,RFZhWn8J5d8,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9419626593589783,0.8915233612060547,False,mixed,bicolor
RFZhWn8J5d8_snip_2,cat_-O4TzeFvjyo_snip_0,union_find,290,RFZhWn8J5d8,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.5921967029571533,0.8911242485046387,False,mixed,bicolor
RFZhWn8J5d8_snip_3,cat_-O4TzeFvjyo_snip_0,union_find,290,RFZhWn8J5d8,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9361696243286133,0.904302716255188,False,mixed,bicolor
RFZhWn8J5d8_snip_4,cat_-O4TzeFvjyo_snip_0,union_find,290,RFZhWn8J5d8,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9532394409179688,0.904302716255188,False,mixed,bicolor
RFZhWn8J5d8_snip_5,cat_-O4TzeFvjyo_snip_0,union_find,290,RFZhWn8J5d8,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.8518476486206055,0.8877637386322021,False,mixed,bicolor
RFZhWn8J5d8_snip_7,cat_-O4TzeFvjyo_snip_0,union_find,290,RFZhWn8J5d8,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9444668292999268,0.9126356244087219,False,mixed,bicolor
TKrRUVT02Ww_snip_0,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9543640613555908,0.8988206386566162,False,mixed,calico
TKrRUVT02Ww_snip_1,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9467021822929382,0.9159389734268188,False,mixed,calico
TKrRUVT02Ww_snip_10,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9252907037734985,0.9269732236862183,False,mixed,calico
TKrRUVT02Ww_snip_11,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.7068209648132324,0.9269732236862183,False,mixed,calico
TKrRUVT02Ww_snip_2,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9608923196792603,0.9315963983535767,False,mixed,calico
TKrRUVT02Ww_snip_3,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9159737825393677,0.9159389734268188,False,mixed,tricolor
TKrRUVT02Ww_snip_4,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9574375152587891,0.9383507966995239,False,mixed,calico
TKrRUVT02Ww_snip_5,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9194074273109436,0.8899796009063721,False,mixed,calico
TKrRUVT02Ww_snip_6,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9076299071311951,0.8980106711387634,False,mixed,calico
TKrRUVT02Ww_snip_7,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9243426322937012,0.8994508981704712,False,mixed,calico
TKrRUVT02Ww_snip_8,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9395766258239746,0.9383507966995239,False,mixed,calico
TKrRUVT02Ww_snip_9,cat_-O4TzeFvjyo_snip_0,union_find,290,TKrRUVT02Ww,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9271602034568787,0.8834538459777832,False,mixed,calico
TemmsrvhbwA_snip_0,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9491606950759888,0.9040271639823914,False,mixed,calico
TemmsrvhbwA_snip_1,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.8670482635498047,0.9042255282402039,False,mixed,calico
TemmsrvhbwA_snip_2,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.8967126607894897,0.9333446621894836,False,mixed,calico
TemmsrvhbwA_snip_3,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.8813305497169495,0.9291269779205322,False,mixed,calico
TemmsrvhbwA_snip_4,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9384453296661377,0.8915472030639648,False,mixed,calico
TemmsrvhbwA_snip_5,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9495771527290344,0.8915472030639648,False,mixed,calico
TemmsrvhbwA_snip_6,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9591975808143616,0.9725190997123718,False,mixed,calico
TemmsrvhbwA_snip_7,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.887050449848175,0.8403298258781433,False,mixed,calico
TemmsrvhbwA_snip_8,cat_-O4TzeFvjyo_snip_0,union_find,290,TemmsrvhbwA,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9336946606636047,0.9040271639823914,False,mixed,calico
U3f4HFD9Fh4_snip_0,cat_-O4TzeFvjyo_snip_0,union_find,290,U3f4HFD9Fh4,UCUU3hpbkGWpnNZJX4rSWidw,YouTube,Vocalizing,True,0.9242391586303711,0.908568263053894,False,mixed,calico
