snippet_id,audio_label_10,platform,pose_path_used,n_real_frames,mean_conf,frac_visible,zero_frame_rate,xy_std,head_conf,body_conf,y_range
l79F7G5FQOw_snip_1,Fighting,YouTube,dataset/embeddings/pose/v2/l79F7G5FQOw_snip_1_pose.npy,33,0.5904958204328085,0.8306595365418895,0.0,0.14574282038189512,0.597968136807057,0.6380423595282164,1.2622022200375795
l79F7G5FQOw_snip_2,MotherCall,YouTube,dataset/embeddings/pose/v2/l79F7G5FQOw_snip_2_pose.npy,35,0.5738171901444302,0.8,0.0,0.1429578214114237,0.6053700567409396,0.5862967109041555,1.2622022200375795
PUzJebl0464_snip_4,Resting,YouTube,dataset/embeddings/pose/v2/PUzJebl0464_snip_4_pose.npy,35,0.5074238981143767,0.7596638655462185,0.0,0.1259065565012957,0.6844642855865615,0.40071432782070976,1.7579209059476852
vyBCLlKe1h4_snip_0,Happy,YouTube,dataset/embeddings/pose/v2/vyBCLlKe1h4_snip_0_pose.npy,35,0.16123701403496646,0.17478991596638654,0.0,0.2097220309172411,0.2531485118184771,0.2511505697454725,1.6829361747950315
vyBCLlKe1h4_snip_2,Happy,YouTube,dataset/embeddings/pose/v2/vyBCLlKe1h4_snip_2_pose.npy,24,0.1173496572186659,0.09803921568627451,0.0,0.3160376784541206,0.16729540996408712,0.12729411968030035,1.8274176642298698
ucAsP5KYnRI_snip_3,Mating,YouTube,dataset/embeddings/pose/v2/ucAsP5KYnRI_snip_3_pose.npy,35,0.194198854039071,0.22521008403361345,0.0,0.1998803257027176,0.3492501111860786,0.18403879095401082,1.6829361747950315
ucAsP5KYnRI_snip_21,Mating,YouTube,dataset/embeddings/pose/v2/ucAsP5KYnRI_snip_21_pose.npy,35,0.538273722571986,0.7344537815126051,0.0,0.036127420881861626,0.7621849134990147,0.6463403923170907,0.4819298982620239
ucAsP5KYnRI_snip_22,Defence,YouTube,dataset/embeddings/pose/v2/ucAsP5KYnRI_snip_22_pose.npy,35,0.48860921144735914,0.7260504201680672,0.0,0.08627964697919292,0.6946136704938752,0.49721560946532656,0.6418373584747314
ucAsP5KYnRI_snip_24,Fighting,YouTube,dataset/embeddings/pose/v2/ucAsP5KYnRI_snip_24_pose.npy,35,0.2937039103953778,0.4184873949579832,0.0,0.24984510584622743,0.3137541530494179,0.33040033648056644,1.8162917885929346
ucAsP5KYnRI_snip_25,Fighting,YouTube,dataset/embeddings/pose/v2/ucAsP5KYnRI_snip_25_pose.npy,35,0.2500646740839887,0.40336134453781514,0.0,0.211606924227912,0.2655455585835235,0.29665281389440806,1.6829361747950315
HF1k9965hSk_snip_1,Angry,YouTube,dataset/embeddings/pose/v2/HF1k9965hSk_snip_1_pose.npy,25,0.3444614095021697,0.5435294117647059,0.0,0.16928510111327177,0.5041169723868371,0.30893841087818147,0.5765181272290647
9czdbGBDykc_snip_2,Happy,YouTube,dataset/embeddings/pose/v2/9czdbGBDykc_snip_2_pose.npy,35,0.5718180022210259,0.7478991596638656,0.0,0.2849592006545322,0.655427476502955,0.5635232645486082,1.6829361747950315
JX3N2Cu2W_w_snip_0,Mating,YouTube,dataset/embeddings/pose/v2/JX3N2Cu2W_w_snip_0_pose.npy,22,0.777710892459288,0.9973262032085561,0.0,0.07811563769603463,0.7841009589758786,0.8220268135721033,1.1445875018835068
JX3N2Cu2W_w_snip_1,Resting,YouTube,dataset/embeddings/pose/v2/JX3N2Cu2W_w_snip_1_pose.npy,35,0.48766318793338137,0.6991596638655462,0.0,0.2282048455219161,0.5449066607175129,0.4958661670131343,1.6829361747950315
tDOHCStEnMU_snip_0,Resting,YouTube,dataset/embeddings/pose/v2/tDOHCStEnMU_snip_0_pose.npy,30,0.6594630340862946,0.8784313725490196,0.0,0.12093496325458707,0.6938246549728017,0.6611000444740057,1.6829361747950315
Tgxh4g1o7C8_snip_0,Resting,YouTube,dataset/embeddings/pose/v2/Tgxh4g1o7C8_snip_0_pose.npy,35,0.3789088410536657,0.4117647058823529,0.0,0.001283328365330703,0.17104706811585596,0.11993153619446925,1.0691341757774353
Tgxh4g1o7C8_snip_1,HuntingMind,YouTube,dataset/embeddings/pose/v2/Tgxh4g1o7C8_snip_1_pose.npy,35,0.3798803277986766,0.4117647058823529,0.0,0.0015732286909740155,0.17038073639252357,0.12498184753847974,1.0691341757774353
Tgxh4g1o7C8_snip_2,Resting,YouTube,dataset/embeddings/pose/v2/Tgxh4g1o7C8_snip_2_pose.npy,35,0.3802768924985738,0.4117647058823529,0.0,0.00028392412831829876,0.17063741878207242,0.12450696980314595,1.0209048390388489
Man5Gy6JZig_snip_2,Angry,YouTube,dataset/embeddings/pose/v2/Man5Gy6JZig_snip_2_pose.npy,30,0.4775256378192674,0.6862745098039216,0.0,0.19945759811789696,0.5492958934791387,0.5039570717761914,1.6829361747950315
Man5Gy6JZig_snip_8,HuntingMind,YouTube,dataset/embeddings/pose/v2/Man5Gy6JZig_snip_8_pose.npy,35,0.7799661090926212,0.9596638655462185,0.0,0.08951537255881634,0.7841526770698173,0.6336324947220938,1.0446105301380157
Man5Gy6JZig_snip_12,HuntingMind,YouTube,dataset/embeddings/pose/v2/Man5Gy6JZig_snip_12_pose.npy,22,0.5725488555318811,0.767379679144385,0.0,0.19143142692345058,0.5560632858848708,0.5898432635109533,1.6829361747950315
wFloWouA-yM_snip_0,Angry,YouTube,dataset/embeddings/pose/v2/wFloWouA-yM_snip_0_pose.npy,35,0.5228532226928393,0.6470588235294118,0.0,0.012954659623092717,0.6686506088397333,0.7126993732792991,1.3078579306602478
wFloWouA-yM_snip_1,Angry,YouTube,dataset/embeddings/pose/v2/wFloWouA-yM_snip_1_pose.npy,35,0.5047953376969119,0.6470588235294118,0.0,0.009090662248869664,0.6534102705759661,0.7112435417515891,1.4173050224781036
wFloWouA-yM_snip_11,Angry,YouTube,dataset/embeddings/pose/v2/wFloWouA-yM_snip_11_pose.npy,26,0.44180229344990996,0.6108597285067874,0.0,0.20091276230485508,0.5806039064549483,0.34362876186004054,1.6829361747950315
HugLmTlYtl0_snip_5,Resting,YouTube,dataset/embeddings/pose/v2/HugLmTlYtl0_snip_5_pose.npy,35,0.5543995291495524,0.8100840336134454,0.0,0.015464057601229835,0.787235917704446,0.6795579488788333,1.3377532977610826
B5kChzPi3bE_snip_3,Mating,YouTube,dataset/embeddings/pose/v2/B5kChzPi3bE_snip_3_pose.npy,35,0.37379969913168115,0.47394957983193275,0.0,0.0798689950773192,0.5149826690980366,0.3958277676786695,1.435890331864357
1MkeAt4FYIo_snip_4,Mating,YouTube,dataset/embeddings/pose/v2/1MkeAt4FYIo_snip_4_pose.npy,22,0.5247694977962556,0.7032085561497327,0.0,0.2084636861974466,0.6279278436506336,0.3400626802308993,1.6829361747950315
5OYWNXZSX7c_snip_2,Mating,YouTube,dataset/embeddings/pose/v2/5OYWNXZSX7c_snip_2_pose.npy,35,0.5258575180670669,0.6941176470588235,0.0,0.23083098446769482,0.5876541214808821,0.48173380717635156,1.6829361747950315
6AF2mQPFYxc_snip_0,Angry,YouTube,dataset/embeddings/pose/v2/6AF2mQPFYxc_snip_0_pose.npy,35,0.3982284201481262,0.46218487394957986,0.0,0.059517220629022455,0.7134779947144645,0.2157591428075518,0.9876009374856949
6AF2mQPFYxc_snip_3,Angry,YouTube,dataset/embeddings/pose/v2/6AF2mQPFYxc_snip_3_pose.npy,35,0.4803178652995775,0.773109243697479,0.0,0.1067500310891214,0.6759362242903029,0.32696674689650534,1.1881844699382782
6AF2mQPFYxc_snip_4,Mating,YouTube,dataset/embeddings/pose/v2/6AF2mQPFYxc_snip_4_pose.npy,35,0.41007768494867475,0.6420168067226891,0.0,0.08666733222294247,0.5755937756385122,0.2511413865855762,1.7110806584823877
iyOHdenWBWc_snip_9,Mating,YouTube,dataset/embeddings/pose/v2/iyOHdenWBWc_snip_9_pose.npy,35,0.44346080512872765,0.6436974789915967,0.0,0.1493812873577787,0.5467128862547023,0.4808815741113254,0.8562678238376975
pu0Ru6ugh1k_snip_11,Mating,YouTube,dataset/embeddings/pose/v2/pu0Ru6ugh1k_snip_11_pose.npy,35,0.5619256987854713,0.8100840336134454,0.0,0.05403995586828071,0.7322974297830037,0.5757153566394534,1.0135948359966278
pu0Ru6ugh1k_snip_12,Warning,YouTube,dataset/embeddings/pose/v2/pu0Ru6ugh1k_snip_12_pose.npy,35,0.574352832414022,0.8571428571428571,0.0,0.05321455685300726,0.750733688218253,0.5955015425171171,1.0476771630346775
pu0Ru6ugh1k_snip_14,Warning,YouTube,dataset/embeddings/pose/v2/pu0Ru6ugh1k_snip_14_pose.npy,34,0.6613186478621252,0.8996539792387543,0.0,0.10401725207757999,0.6755570722305599,0.7066347237457248,1.6829361747950315
7ykRf6BgNqE_snip_2,Mating,YouTube,dataset/embeddings/pose/v2/7ykRf6BgNqE_snip_2_pose.npy,35,0.679314321880581,0.9781512605042016,0.0,0.04304593211070399,0.7424170434474945,0.5179300676499095,0.9696261286735535
6AF9PIfpbAQ_snip_1,Angry,YouTube,dataset/embeddings/pose/v2/6AF9PIfpbAQ_snip_1_pose.npy,35,0.26324854079602644,0.37478991596638656,0.0,0.24095425483243116,0.41491817758551663,0.26900949158838816,1.6829361747950315
6AF9PIfpbAQ_snip_8,HuntingMind,YouTube,dataset/embeddings/pose/v2/6AF9PIfpbAQ_snip_8_pose.npy,35,0.675816611181788,0.9025210084033614,0.0,0.010691448962445557,0.7754843407017844,0.7925215584891183,0.6947962045669556
LBvGYV6Trao_snip_0,HuntingMind,YouTube,dataset/embeddings/pose/v2/LBvGYV6Trao_snip_0_pose.npy,35,0.2835121591489355,0.29747899159663865,0.0,0.07571123701608273,0.5745116123982839,0.26822403860943655,0.8703844249248505
LBvGYV6Trao_snip_4,Mating,YouTube,dataset/embeddings/pose/v2/LBvGYV6Trao_snip_4_pose.npy,35,0.37865127710735097,0.584873949579832,0.0,0.04651314969724787,0.5707858582479614,0.3201257849378245,0.5016610622406006
AHVjkWV3axw_snip_0,Resting,YouTube,dataset/embeddings/pose/v2/AHVjkWV3axw_snip_0_pose.npy,35,0.5093528349907334,0.5714285714285714,0.0,0.1991539321353764,0.5189450142053621,0.5336362201188292,1.6829361747950315
AHVjkWV3axw_snip_6,Mating,YouTube,dataset/embeddings/pose/v2/AHVjkWV3axw_snip_6_pose.npy,35,0.4925621252162617,0.7798319327731092,0.0,0.1579222278576752,0.6162195417923587,0.46173863389662334,1.4896454848349094
AHVjkWV3axw_snip_8,Defence,YouTube,dataset/embeddings/pose/v2/AHVjkWV3axw_snip_8_pose.npy,28,0.34774556486601277,0.5525210084033614,0.0,0.2230835637283587,0.38284166349497223,0.33493207754301174,1.6829361747950315
P3ZyKWQfbZQ_snip_6,Angry,YouTube,dataset/embeddings/pose/v2/P3ZyKWQfbZQ_snip_6_pose.npy,35,0.8601503148299305,1.0,0.0,0.02142929048556881,0.776867778641837,0.9030051495347704,0.9384018778800964
P3ZyKWQfbZQ_snip_10,Mating,YouTube,dataset/embeddings/pose/v2/P3ZyKWQfbZQ_snip_10_pose.npy,35,0.5498456998955177,0.788235294117647,0.0,0.15044967153867747,0.6761977262741753,0.5362612428409713,1.3735504299402237
P3ZyKWQfbZQ_snip_12,Mating,YouTube,dataset/embeddings/pose/v2/P3ZyKWQfbZQ_snip_12_pose.npy,35,0.461737646888785,0.6487394957983194,0.0,0.2540385141308737,0.43353789462574893,0.4362649418413639,1.8156033586710691
2MU7UUsBNB8_snip_0,Resting,YouTube,dataset/embeddings/pose/v2/2MU7UUsBNB8_snip_0_pose.npy,35,0.7881030124275624,0.9983193277310924,0.0,0.01154243617786296,0.9199934029579162,0.9109137603214809,0.783462405204773
2MU7UUsBNB8_snip_1,Resting,YouTube,dataset/embeddings/pose/v2/2MU7UUsBNB8_snip_1_pose.npy,34,0.5543457882762419,0.6799307958477508,0.0,0.1744792198525975,0.6533785330789054,0.6527700080152821,1.2131165582686663
2MU7UUsBNB8_snip_2,HuntingMind,YouTube,dataset/embeddings/pose/v2/2MU7UUsBNB8_snip_2_pose.npy,35,0.7781103916027967,0.9966386554621849,0.0,0.0115735391747998,0.9157524245125906,0.8249740668705532,0.9647226333618164
mH_6ghgrTWs_snip_2,HuntingMind,YouTube,dataset/embeddings/pose/v2/mH_6ghgrTWs_snip_2_pose.npy,16,0.5793982812285643,0.8235294117647058,0.0,0.14746371515223017,0.7194226298481226,0.5893301442265511,1.340355396270752
mH_6ghgrTWs_snip_3,HuntingMind,YouTube,dataset/embeddings/pose/v2/mH_6ghgrTWs_snip_3_pose.npy,17,0.619907951104909,0.8546712802768166,0.0,0.033764403245677324,0.8182458733811098,0.4877850010114558,0.6011719703674316
Kja69cfgFDw_snip_1,Mating,YouTube,dataset/embeddings/pose/v2/Kja69cfgFDw_snip_1_pose.npy,35,0.32318484747171905,0.4369747899159664,0.0,0.24750767798582055,0.3971987743356398,0.3551793496523585,1.6851439215242863
GzG2qg7bk8U_snip_0,Mating,YouTube,dataset/embeddings/pose/v2/GzG2qg7bk8U_snip_0_pose.npy,35,0.7160405996654715,0.9680672268907563,0.0,0.08079860195172962,0.7795241471699306,0.6396287100655692,0.8244324326515198
GzG2qg7bk8U_snip_5,Mating,YouTube,dataset/embeddings/pose/v2/GzG2qg7bk8U_snip_5_pose.npy,35,0.4536595809891695,0.6621848739495798,0.0,0.16041222972764593,0.466722478770784,0.43885802775621413,1.6829361747950315
GzG2qg7bk8U_snip_9,Mating,YouTube,dataset/embeddings/pose/v2/GzG2qg7bk8U_snip_9_pose.npy,35,0.6779751737954236,0.9882352941176471,0.0,0.05957037088552815,0.7954352007593427,0.7031911998987198,0.6473006010055542
GzG2qg7bk8U_snip_10,Mating,YouTube,dataset/embeddings/pose/v2/GzG2qg7bk8U_snip_10_pose.npy,35,0.6422119798780489,0.984873949579832,0.0,0.03587255830353164,0.7517430915151324,0.7468479224613734,0.5915483832359314
GzG2qg7bk8U_snip_11,Mating,YouTube,dataset/embeddings/pose/v2/GzG2qg7bk8U_snip_11_pose.npy,35,0.5935742935964039,0.9899159663865547,0.0,0.010222236530425605,0.6511056450435093,0.7292764186859131,0.33416515588760376
GzG2qg7bk8U_snip_12,Mating,YouTube,dataset/embeddings/pose/v2/GzG2qg7bk8U_snip_12_pose.npy,35,0.6868163685463056,0.9915966386554622,0.0,0.04056262207286337,0.8027325427532196,0.7643227398395538,0.7348887324333191
GzG2qg7bk8U_snip_13,Mating,YouTube,dataset/embeddings/pose/v2/GzG2qg7bk8U_snip_13_pose.npy,35,0.6325051055704596,0.9109243697478991,0.0,0.12955532882137355,0.7248572487809828,0.735217401598181,1.6829361747950315
62q_3FdqfIA_snip_2,Resting,YouTube,dataset/embeddings/pose/v2/62q_3FdqfIA_snip_2_pose.npy,35,0.4178260585496656,0.6588235294117647,0.0,0.14299175079832366,0.5971960679973874,0.407541650640113,0.5481778923422098
62q_3FdqfIA_snip_9,Resting,YouTube,dataset/embeddings/pose/v2/62q_3FdqfIA_snip_9_pose.npy,35,0.5772956848645411,0.7495798319327731,0.0,0.15480242109469988,0.6215850666697537,0.35797987548368315,0.5554708298295736
FHiDgwk6e-w_snip_1,HuntingMind,YouTube,dataset/embeddings/pose/v2/FHiDgwk6e-w_snip_1_pose.npy,35,0.4223118490171658,0.6151260504201681,0.0,0.1847178341619188,0.35763784207935845,0.3611159281006881,1.7892403434962034
aFenuXwNUxE_snip_0,Mating,YouTube,dataset/embeddings/pose/v2/aFenuXwNUxE_snip_0_pose.npy,35,0.3657527943869599,0.47058823529411764,0.0,0.029809026845408752,0.64920821922166,0.6059317878314427,0.5500215291976929
igIeSuNG9eY_snip_14,HuntingMind,YouTube,dataset/embeddings/pose/v2/igIeSuNG9eY_snip_14_pose.npy,35,0.3811889693094026,0.5378151260504201,0.0,0.13654916326773608,0.6325289860793523,0.37353963229273046,1.8173646908253431
igIeSuNG9eY_snip_17,HuntingMind,YouTube,dataset/embeddings/pose/v2/igIeSuNG9eY_snip_17_pose.npy,35,0.7607032974227136,1.0,0.0,0.01526078465149567,0.7973141867773873,0.8361030893666404,0.5702508091926575
igIeSuNG9eY_snip_19,Resting,YouTube,dataset/embeddings/pose/v2/igIeSuNG9eY_snip_19_pose.npy,32,0.17001737107570722,0.15992647058823528,0.0,0.14345262821060256,0.2282812014396768,0.20304937416221946,1.6829361747950315
igIeSuNG9eY_snip_20,Resting,YouTube,dataset/embeddings/pose/v2/igIeSuNG9eY_snip_20_pose.npy,31,0.2369832379400617,0.2846299810246679,0.0,0.19833363530321355,0.42878513822872794,0.11779924614294883,1.8164183925837278
EUH7tdRHVuU_snip_5,HuntingMind,YouTube,dataset/embeddings/pose/v2/EUH7tdRHVuU_snip_5_pose.npy,32,0.76971559793524,0.9963235294117647,0.0,0.07509915959662933,0.7949806097894907,0.8092722538858652,0.8701851963996887
EUH7tdRHVuU_snip_6,Defence,YouTube,dataset/embeddings/pose/v2/EUH7tdRHVuU_snip_6_pose.npy,35,0.4154565381246204,0.5781512605042017,0.0,0.21027777282497023,0.44951227517000264,0.42022407203912737,1.6829361747950315
Toj8fD4knvU_snip_3,Resting,YouTube,dataset/embeddings/pose/v2/Toj8fD4knvU_snip_3_pose.npy,29,0.6584769665786872,0.9533468559837728,0.0,0.06877691940074518,0.7415915758445345,0.7445827303775425,0.8790512681007385
Toj8fD4knvU_snip_12,Resting,YouTube,dataset/embeddings/pose/v2/Toj8fD4knvU_snip_12_pose.npy,23,0.39981991072159134,0.6368286445012787,0.0,0.20914680074932593,0.48031423381813193,0.40524249847816385,1.815544469282031
Toj8fD4knvU_snip_13,Resting,YouTube,dataset/embeddings/pose/v2/Toj8fD4knvU_snip_13_pose.npy,33,0.20355101181908034,0.19429590017825313,0.0,0.2201268825364614,0.5099364992400462,0.06703770409027736,1.8206639811396599
vXPgX2GVMU0_snip_1,Resting,YouTube,dataset/embeddings/pose/v2/vXPgX2GVMU0_snip_1_pose.npy,20,0.6287876257262028,0.8764705882352941,0.0,0.09236867974292812,0.6217613905947655,0.612178042717278,1.6829361747950315
vXPgX2GVMU0_snip_9,Resting,YouTube,dataset/embeddings/pose/v2/vXPgX2GVMU0_snip_9_pose.npy,18,0.8660130009353404,0.9444444444444444,0.0,0.0901499992697327,0.8754675458185375,0.904321200110846,1.6829361747950315
vXPgX2GVMU0_snip_12,Mating,YouTube,dataset/embeddings/pose/v2/vXPgX2GVMU0_snip_12_pose.npy,24,0.8314736216676002,0.9877450980392157,0.0,0.18098449761545762,0.8745174013078213,0.9020167340834936,1.544444352388382
4nUwq2oih_A_snip_20,Fighting,YouTube,dataset/embeddings/pose/v2/4nUwq2oih_A_snip_20_pose.npy,35,0.43968642564537397,0.5176470588235295,0.0,0.20764770700270188,0.5698193683315601,0.5585792706481048,1.6829361747950315
4nUwq2oih_A_snip_27,Mating,YouTube,dataset/embeddings/pose/v2/4nUwq2oih_A_snip_27_pose.npy,35,0.38276285035927005,0.5294117647058824,0.0,0.28121518370069104,0.4914466307365469,0.4465697640819209,1.7823353838175535
Ytc3MMdtHDU_snip_3,Resting,YouTube,dataset/embeddings/pose/v2/Ytc3MMdtHDU_snip_3_pose.npy,31,0.6675104831417835,0.8690702087286527,0.0,0.12888669519039098,0.7781440860201274,0.570331605932405,1.6831406112760305
mOSVH7q9FWQ_snip_10,Resting,YouTube,dataset/embeddings/pose/v2/mOSVH7q9FWQ_snip_10_pose.npy,25,0.4536187654317302,0.6847058823529412,0.0,0.069294703337434,0.5468462755903601,0.5773469124734402,1.6829361747950315
mOSVH7q9FWQ_snip_17,Mating,YouTube,dataset/embeddings/pose/v2/mOSVH7q9FWQ_snip_17_pose.npy,35,0.6201014387116086,0.8336134453781513,0.0,0.07490873703921021,0.569164684537266,0.5385238558053971,0.8817667663097382
mOSVH7q9FWQ_snip_18,HuntingMind,YouTube,dataset/embeddings/pose/v2/mOSVH7q9FWQ_snip_18_pose.npy,35,0.48065857095878667,0.6016806722689075,0.0,0.024320793873061124,0.7695708138602121,0.23926317649228232,0.4959316849708557
roZISZdYgYU_snip_1,Mating,YouTube,dataset/embeddings/pose/v2/roZISZdYgYU_snip_1_pose.npy,35,0.23667626322067084,0.1865546218487395,0.0,0.08084452264558611,0.5770839456575257,0.11167844571173191,1.4502550661563873
roZISZdYgYU_snip_2,Mating,YouTube,dataset/embeddings/pose/v2/roZISZdYgYU_snip_2_pose.npy,35,0.2307039323317654,0.19831932773109243,0.0,0.1111056731355981,0.5807536003312894,0.09744357418801103,1.7866738066077232
Px0c-CwapAc_snip_7,Happy,YouTube,dataset/embeddings/pose/v2/Px0c-CwapAc_snip_7_pose.npy,21,0.31785712905713365,0.4117647058823529,0.0,0.1976304343603715,0.5663600319730384,0.33883816855294363,1.6829361747950315
-zjvmPJeKjE_snip_2,Paining,YouTube,dataset/embeddings/pose/v2/-zjvmPJeKjE_snip_2_pose.npy,35,0.4433357634401622,0.680672268907563,0.0,0.16686982342231738,0.39430858083069326,0.4786658621260098,1.7260856851935387
-zjvmPJeKjE_snip_5,Angry,YouTube,dataset/embeddings/pose/v2/-zjvmPJeKjE_snip_5_pose.npy,35,0.4079560182581679,0.5932773109243697,0.0,0.19471545054089637,0.440663139511432,0.4221347329871995,1.6829445380717516
-zjvmPJeKjE_snip_7,Warning,YouTube,dataset/embeddings/pose/v2/-zjvmPJeKjE_snip_7_pose.npy,35,0.4560386888103701,0.7478991596638656,0.0,0.15827171967352563,0.490493169868631,0.3457760277603354,1.794797109439969
Ag44K-D6Ie4_snip_2,Mating,YouTube,dataset/embeddings/pose/v2/Ag44K-D6Ie4_snip_2_pose.npy,35,0.6446308763838616,0.9445378151260504,0.0,0.04718602432116052,0.7689596358367375,0.41821005855287824,0.45683096209540963
G22JNY5jBOw_snip_0,MotherCall,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_0_pose.npy,35,0.7451561601597722,0.9361344537815126,0.0,0.09125960296732397,0.8656970538411821,0.6788929123963628,0.7398788332939148
G22JNY5jBOw_snip_1,MotherCall,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_1_pose.npy,35,0.7330760260089105,0.8840336134453781,0.0,0.058295148363428716,0.8716078853607178,0.8431156490530286,0.4646294116973877
G22JNY5jBOw_snip_2,MotherCall,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_2_pose.npy,35,0.8186435453812866,0.9831932773109243,0.0,0.08777916225652867,0.8734741350582668,0.8898235738277436,0.7555026412010193
G22JNY5jBOw_snip_3,Paining,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_3_pose.npy,25,0.5677207491305821,0.72,0.0,0.17812289602442946,0.695379464738071,0.6224718724191188,1.6829361747950315
G22JNY5jBOw_snip_4,MotherCall,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_4_pose.npy,35,0.682383654949044,0.8873949579831932,0.0,0.07663469262824196,0.7834225635443415,0.7306662702134678,0.6593213081359863
G22JNY5jBOw_snip_5,MotherCall,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_5_pose.npy,32,0.5912797967869077,0.7536764705882353,0.0,0.18800666785340003,0.7104809847776778,0.6672376852948219,1.6829361747950315
G22JNY5jBOw_snip_6,MotherCall,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_6_pose.npy,35,0.6632163656985058,0.8857142857142857,0.0,0.08919243802422325,0.8732437704290662,0.6093031312738146,0.6239323914051056
G22JNY5jBOw_snip_7,Paining,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_7_pose.npy,35,0.6933105434627593,0.8907563025210085,0.0,0.13667746967300468,0.8535386029311589,0.7277081272431782,1.3107375679537654
G22JNY5jBOw_snip_9,Paining,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_9_pose.npy,35,0.7697106752826386,0.9126050420168067,0.0,0.02459145258030423,0.8690769963605063,0.8814357578754425,0.43795067071914673
G22JNY5jBOw_snip_11,MotherCall,YouTube,dataset/embeddings/pose/v2/G22JNY5jBOw_snip_11_pose.npy,35,0.7741580108634564,0.9680672268907563,0.0,0.08296765093928471,0.8892443375928062,0.820430104647364,0.9057922661304474
